Time (us),BMP Temp (C) ,BMP Pressure (kPa),BMP Alt (m),MS Temp ©,BMP Pressure (hPa),BMP Alt (m),acc_x (m/s2),acc_y (m/s2),acc_z (m/s2),Lat (deg),Long (deg),GPS Alt (m),Battery Voltage (V),,,Alt AGL BMP (m),Alt AGL MS (m)
3699872966,50.79,93.88,664.84,47.2,939.62,625.84,-9.89,-0.61,0.23,35.347222,-117.809277,628.6,8.12,,,0,0
3700008943,50.78,93.88,665.21,47.2,939.61,625.94,-9.92,-0.77,0.14,35.347222,-117.809277,628.6,8.1,,,0.37,0.1
3700144954,50.78,93.88,664.41,47.2,939.61,625.93,-9.81,-1.13,0.11,35.347222,-117.809277,628.6,8.1,,,-0.43,0.09
3700280956,50.76,93.88,664.94,47.2,939.6,626,-9.82,-0.9,0.27,35.347222,-117.809277,628.6,8.1,,,0.1,0.16
3700416941,50.76,93.88,664.78,47.2,939.63,625.7,-9.88,-0.88,0.22,35.347222,-117.809277,628.6,8.1,,,-0.06,-0.14
3700552937,50.76,93.88,663.9,47.2,939.57,626.36,-9.84,-1.03,0.17,35.347222,-117.809277,628.6,8.1,,,-0.94,0.52
3700688945,50.75,93.88,663.9,47.2,939.61,625.89,-9.85,-0.69,0.09,35.347222,-117.809277,628.6,8.1,,,-0.94,0.05
3700824961,50.75,93.88,664.28,47.2,939.61,625.95,-9.92,-0.85,0.27,35.347222,-117.809277,628.6,8.1,,,-0.56,0.11
3700960945,50.74,93.88,664.73,47.2,939.6,626.06,-9.83,-1.05,0.11,35.347222,-117.809277,628.6,8.1,,,-0.11,0.22
3701096941,50.74,93.87,664.44,47.2,939.61,625.97,-9.82,-0.88,0.27,35.347222,-117.809277,628.6,8.1,,,-0.4,0.13
3701232958,50.75,93.88,665.48,47.2,939.64,625.64,-9.97,-0.56,0.3,35.347222,-117.809277,628.6,8.1,,,0.64,-0.2
3701368962,50.75,93.88,664.73,47.2,939.57,626.3,-9.85,-1.11,0,35.347222,-117.809277,628.6,8.12,,,-0.11,0.46
3701504945,50.75,93.87,663.98,47.2,939.64,625.58,-9.89,-0.9,0.23,35.347222,-117.809277,628.6,8.1,,,-0.86,-0.26
3701640954,50.75,93.87,664.89,47.2,939.56,626.38,-9.83,-0.71,0.2,35.347222,-117.809277,628.6,8.1,,,0.05,0.54
3701854123,50.74,93.87,664.89,47.19,939.6,625.95,-9.99,-0.93,0.25,35.347222,-117.809278,628.6,8.1,,,0.05,0.11
3701990978,50.74,93.88,664.14,47.19,939.63,625.67,-9.79,-1.12,0.13,35.347222,-117.809278,628.5,8.12,,,-0.7,-0.17
3702126945,50.74,93.88,664.14,47.2,939.63,625.72,-9.88,-0.84,0.25,35.347222,-117.809278,628.5,8.1,,,-0.7,-0.12
3702262969,50.74,93.87,663.85,47.2,939.6,626.02,-9.72,-0.85,0.16,35.347222,-117.809278,628.5,8.1,,,-0.99,0.18
3702398947,50.73,93.88,664.68,47.2,939.63,625.69,-9.98,-0.95,0.2,35.347222,-117.809278,628.5,8.1,,,-0.16,-0.15
3702534954,50.73,93.87,664.09,47.2,939.65,625.56,-9.74,-1.16,0.16,35.347222,-117.809278,628.5,8.1,,,-0.75,-0.28
3702670972,50.72,93.89,663.72,47.2,939.63,625.73,-9.96,-1,0.14,35.347222,-117.809278,628.5,8.1,,,-1.12,-0.11
3702806954,50.71,93.88,664.63,47.2,939.64,625.66,-9.72,-0.71,0.16,35.347223,-117.809278,628.5,8.1,,,-0.21,-0.18
3702942959,50.72,93.88,664.63,47.2,939.58,626.2,-9.94,-0.54,0.11,35.347223,-117.809278,628.5,8.1,,,-0.21,0.36
3703078962,50.7,93.87,663.96,47.2,939.57,626.28,-9.87,-0.98,0.21,35.347223,-117.809278,628.5,8.1,,,-0.88,0.44
3703214952,50.7,93.89,664.57,47.2,939.67,625.36,-9.87,-1.06,0.06,35.347223,-117.809278,628.5,8.1,,,-0.27,-0.48
3703350954,50.7,93.88,664.95,47.2,939.65,625.52,-9.8,-0.8,0.25,35.347223,-117.809278,628.5,8.1,,,0.11,-0.32
3703486966,50.69,93.88,663.82,47.2,939.59,626.08,-9.74,-0.78,0.13,35.347223,-117.809278,628.5,8.11,,,-1.02,0.24
3703622957,50.69,93.88,664.9,47.2,939.64,625.59,-9.91,-0.88,0.25,35.347223,-117.809278,628.5,8.1,,,0.06,-0.25
3703758963,50.68,93.87,663.93,47.2,939.61,625.88,-9.84,-1.13,0.15,35.347223,-117.809279,628.5,8.1,,,-0.91,0.04
3703894958,50.67,93.88,664.47,47.2,939.61,625.93,-9.89,-1.17,0.07,35.347223,-117.809279,628.3,8.1,,,-0.37,0.09
3704030956,50.66,93.87,664.09,47.21,939.61,625.93,-9.85,-0.88,0.16,35.347223,-117.809279,628.3,8.1,,,-0.75,0.09
3704166964,50.65,93.87,664.25,47.2,939.66,625.37,-9.75,-0.77,0.13,35.347223,-117.809279,628.3,8.1,,,-0.59,-0.47
3704302945,50.64,93.88,664.25,47.2,939.62,625.85,-9.86,-0.82,0.25,35.347223,-117.809279,628.3,8.1,,,-0.59,0.01
3704438954,50.65,93.87,665.01,47.2,939.62,625.79,-9.87,-1.08,0.1,35.347223,-117.809279,628.3,8.1,,,0.17,-0.05
3704574954,50.65,93.87,664.42,47.2,939.62,625.79,-9.96,-1.01,0.12,35.347223,-117.809279,628.3,8.1,,,-0.42,-0.05
3704710969,50.64,93.87,664.42,47.2,939.6,626.05,-9.86,-0.87,0.15,35.347223,-117.809279,628.3,8.1,,,-0.42,0.21
3704846945,50.63,93.88,664.58,47.21,939.67,625.34,-9.7,-0.75,0.22,35.347223,-117.80928,628.3,8.1,,,-0.26,-0.5
3704982965,50.63,93.88,664.36,47.2,939.61,625.92,-9.9,-0.76,0.18,35.347223,-117.80928,628.3,8.12,,,-0.48,0.08
3705118957,50.61,93.88,664.69,47.2,939.58,626.18,-9.92,-0.97,0.25,35.347223,-117.80928,628.3,8.1,,,-0.15,0.34
3705254948,50.6,93.87,664.93,47.2,939.63,625.67,-9.81,-1.09,0.09,35.347223,-117.80928,628.3,8.1,,,0.09,-0.17
3705390945,50.59,93.88,664.8,47.2,939.64,625.66,-9.8,-0.72,0.24,35.347223,-117.80928,628.3,8.1,,,-0.04,-0.18
3705526948,50.58,93.87,664.5,47.2,939.62,625.86,-9.74,-0.81,0.19,35.347223,-117.80928,628.3,8.1,,,-0.34,0.02
3705662964,50.57,93.87,664.37,47.2,939.65,625.5,-9.78,-0.68,0.22,35.347223,-117.80928,628.3,8.1,,,-0.47,-0.34
3705798948,50.56,93.88,664.9,47.2,939.65,625.5,-9.97,-0.99,0.22,35.347224,-117.809282,628.3,8.1,,,0.06,-0.34
3705934956,50.55,93.87,664.16,47.21,939.66,625.4,-9.81,-1.13,0.07,35.347224,-117.809282,628.1,8.1,,,-0.68,-0.44
3706070957,50.54,93.88,663.94,47.2,939.56,626.44,-9.9,-0.94,0.11,35.347224,-117.809282,628.1,8.1,,,-0.9,0.6
3706206954,50.54,93.88,664.69,47.21,939.62,625.84,-9.83,-0.78,0.21,35.347224,-117.809282,628.1,8.1,,,-0.15,0
3706342954,50.53,93.88,665.23,47.2,939.59,626.17,-9.73,-0.77,0.21,35.347224,-117.809282,628.1,8.1,,,0.39,0.33
3706478966,50.53,93.87,664.85,47.2,939.65,625.51,-9.78,-0.77,0.18,35.347224,-117.809282,628.1,8.11,,,0.01,-0.33
3706614954,50.53,93.88,665.01,47.2,939.61,625.93,-10.1,-0.91,0.16,35.347224,-117.809282,628.1,8.1,,,0.17,0.09
3706750963,50.53,93.88,664.8,47.2,939.63,625.77,-9.69,-1,0.14,35.347224,-117.809282,628.1,8.1,,,-0.04,-0.07
3707082154,50.53,93.88,664.83,47.17,939.61,625.88,-9.83,-0.78,0.22,35.347224,-117.809282,628.2,8.1,,,-0.01,0.04
3707218951,50.49,93.88,664.83,47.18,939.63,625.69,-9.8,-0.71,0.08,35.347224,-117.809282,628.2,8.1,,,-0.01,-0.15
3707354945,50.49,93.87,665.07,47.19,939.65,625.46,-9.91,-0.92,0.28,35.347224,-117.809282,628.2,8.1,,,0.23,-0.38
3707490960,50.49,93.87,664.32,47.2,939.6,625.97,-9.82,-1.03,0.12,35.347224,-117.809282,628.2,8.1,,,-0.52,0.13
3707626954,50.48,93.87,664.11,47.2,939.59,626.11,-9.73,-1.14,0.16,35.347224,-117.809282,628.2,8.1,,,-0.73,0.27
3707762961,50.47,93.88,664.43,47.2,939.61,625.94,-6.46,1.71,0.94,35.347225,-117.809284,628.2,8.1,,,-0.41,0.1
3707898960,50.45,93.88,659.22,47.2,940.19,620.09,-52.78,-19.88,9.28,35.347225,-117.809284,628,8.1,,,-5.62,-5.75
3708034945,50.44,93.96,666.23,47.2,939.44,627.61,-41.57,-3.73,5.9,35.347225,-117.809284,628,8.1,,,1.39,1.77
3708170941,50.39,93.86,665.83,47.2,939.31,628.93,-57.32,-7.05,-2.45,35.347225,-117.809284,628,8.1,,,0.99,3.09
3708306945,50.35,93.84,669.26,47.2,939.17,630.35,-56.27,15.96,-1.78,35.347225,-117.809284,628,8.1,,,4.42,4.51
3708442941,50.31,93.82,670.84,47.2,938.74,634.74,-56.54,21.4,10.29,35.347225,-117.809284,628,8.1,,,6,8.9
3708578954,50.3,93.78,674.61,47.2,938.31,639.1,-58.83,-20.89,9.14,35.347225,-117.809284,628,8.1,,,9.77,13.26
3708714962,50.28,93.74,680.18,47.2,937.81,644.12,-85.18,-2.67,6.29,35.347225,-117.809284,628,8.11,,,15.34,18.28
3708850945,50.26,93.7,687.42,47.21,937.21,650.2,-64.19,-4.23,3.89,35.347202,-117.809273,628,8.09,,,22.58,24.36
3708986954,50.24,93.63,692.97,47.21,936.32,659.17,-64.57,1.37,1.99,35.347202,-117.809273,630.8,8.1,,,28.13,33.33
3709122949,50.23,93.54,702.44,47.2,935.34,669.16,-63.13,-7.77,5.11,35.347202,-117.809273,630.8,8.09,,,37.6,43.32
3709258954,50.23,93.45,714.47,47.2,934.02,682.58,-63.48,-3.15,-1.52,35.347202,-117.809273,630.8,8.09,,,49.63,56.74
3709394945,50.24,93.31,726.73,47.21,932.56,697.45,-70.03,-3.29,0.29,35.347202,-117.809273,630.8,8.09,,,61.89,71.61
3709530941,50.24,93.17,738.95,47.21,931.1,712.28,-63.35,-0.93,0.11,35.347202,-117.809273,630.8,8.09,,,74.11,86.44
3709666945,50.24,93.02,751.2,47.21,929.84,725.2,-66.76,-3.6,3.57,35.347202,-117.809273,630.8,8.09,,,86.36,99.36
3709802959,50.2,92.9,764.31,47.2,928.33,740.62,-64.73,-1.73,3.06,35.347202,-117.809273,630.8,8.1,,,99.47,114.78
3709938954,50.16,92.75,776.33,47.21,926.88,755.46,-67.76,-4.17,5.97,35.347271,-117.809145,630.8,8.09,,,111.49,129.62
3710074954,50.11,92.6,795.25,47.21,924.98,774.99,-65.4,-10.15,0.65,35.347271,-117.809145,634.9,8.09,,,130.41,149.15
3710210983,50.05,92.41,816.54,47.21,922.58,799.68,-67.1,-2.94,-0.91,35.347271,-117.809145,634.9,8.11,,,151.7,173.84
3710346948,50,92.17,833.84,47.21,920.62,819.92,-70.25,-5.05,0.49,35.347271,-117.809145,634.9,8.09,,,169,194.08
3710482957,49.95,91.97,849.39,47.21,918.86,838.18,-67.3,1.37,0.17,35.347271,-117.809145,634.9,8.09,,,184.55,212.34
3710618941,49.93,91.79,866.64,47.21,916.85,859,-66.14,-3.18,3.53,35.347271,-117.809145,634.9,8.09,,,201.8,233.16
3710754939,49.91,91.61,891.08,47.21,914.21,886.48,-69.8,-3.07,2.15,35.347271,-117.809145,634.9,8.09,,,226.24,260.64
3710890954,49.91,91.35,914.97,47.21,911.59,913.91,-70.82,-7.48,0.95,35.347619,-117.808997,634.9,8.09,,,250.13,288.07
3711026954,49.89,91.07,937.71,47.21,908.95,941.49,-66.8,0.46,3.01,35.347619,-117.808997,638.7,8.1,,,272.87,315.65
3711162954,49.87,90.8,961.1,47.21,906.45,967.86,-66.25,0.12,-0.08,35.347619,-117.808997,638.7,8.09,,,296.26,342.02
3711298970,49.86,90.56,988.49,47.21,903.51,998.88,-68.48,1.25,5.09,35.347619,-117.808997,638.7,8.09,,,323.65,373.04
3711434941,49.81,90.27,1015.1,47.21,900.51,1030.64,-70.39,-0.02,0.48,35.347619,-117.808997,638.7,8.09,,,350.26,404.8
3711570945,49.77,89.97,1049.3,47.21,896.76,1070.53,-67.66,-3.25,2.95,35.347619,-117.808997,638.7,8.09,,,384.46,444.69
3711706960,49.71,89.59,1078.02,47.21,893.72,1103.08,-70.05,-1.07,3.64,35.347619,-117.808997,638.7,8.09,,,413.18,477.24
3711842963,49.65,89.29,1107.8,47.21,890.39,1138.84,-67.23,0.37,4.21,35.347619,-117.808997,638.7,8.09,,,442.96,513
3711978953,49.62,88.95,1143.78,47.21,886.57,1180.01,-72.05,-3.66,4.27,35.347619,-117.808997,638.7,8.09,,,478.94,554.17
3712190131,49.59,88.57,1197.89,47.2,880.86,1241.94,-63.06,-5,3.36,35.347619,-117.808997,638.7,8.09,,,533.05,616.1
3712326954,49.55,88,1236.37,47.2,876.65,1287.98,-68.18,2.74,2.06,35.347619,-117.808997,638.7,8.09,,,571.53,662.14
3712462945,49.55,87.57,1278.63,47.21,872.13,1337.66,-72.94,-5.67,4.39,35.347619,-117.808997,638.7,8.09,,,613.79,711.82
3712598954,49.58,87.13,1313.36,47.21,868.45,1378.42,-69.8,-0.65,4.86,35.347619,-117.808997,638.7,8.09,,,648.52,752.58
3712734954,49.59,86.76,1349.32,47.2,864.62,1420.98,-71.15,1.71,7.89,35.347619,-117.808997,638.7,8.09,,,684.48,795.14
3712870976,49.63,86.39,1388.14,47.21,860.5,1466.96,-61.09,3.4,2.71,35.347619,-117.808997,638.7,8.09,,,723.3,841.12
3713006945,49.66,85.96,1429.76,47.21,856.12,1516.26,-65.62,-10.02,5.01,35.347619,-117.808997,638.7,8.09,,,764.92,890.42
3713142960,49.68,85.52,1482.57,47.21,850.61,1578.57,-73.21,-6.19,6.87,35.347619,-117.808997,638.7,8.09,,,817.73,952.73
3713278945,49.71,84.97,1534.27,47.21,845.28,1639.4,-70.05,-0.86,8.18,35.347619,-117.808997,638.7,8.09,,,869.43,1013.56
3713414954,49.76,84.44,1581.83,47.21,840.32,1696.41,-66.87,2.83,5.2,35.347619,-117.808997,638.7,8.09,,,916.99,1070.57
3713550945,49.78,83.95,1632.06,47.21,835.11,1756.66,-63.95,0.87,5.37,35.347619,-117.808997,638.7,8.09,,,967.22,1130.82
3713686960,49.78,83.43,1674.53,47.21,830.78,1807.04,-65.95,-6.28,9.61,35.347619,-117.808997,638.7,8.09,,,1009.69,1181.2
3713822968,49.77,82.99,1715.37,47.21,826.55,1856.61,-73.35,5.25,-2.49,35.347619,-117.808997,638.7,8.1,,,1050.53,1230.77
3713958948,49.79,82.56,1774.52,47.21,820.5,1928.09,-66.5,8.12,-0.81,35.347619,-117.808997,638.7,8.09,,,1109.68,1302.25
3714094965,49.8,81.97,1846.76,47.21,813.53,2011.25,-61.74,4.17,9.63,35.347619,-117.808997,638.7,8.09,,,1181.92,1385.41
3714230954,49.81,81.26,1803.98,47.21,817.87,1959.3,-61.59,-4.21,15.05,35.347619,-117.808997,638.7,8.09,,,1139.14,1333.46
3714366947,49.81,81.7,1827.76,47.21,815.41,1988.74,-56.25,-4.84,8.18,35.347619,-117.808997,638.7,8.09,,,1162.92,1362.9
3714502954,49.85,81.45,1855.19,47.22,812.47,2023.94,-58.24,11.56,0.65,35.347619,-117.808997,638.7,8.09,,,1190.35,1398.1
3714638947,49.85,81.17,1888.34,47.21,809.18,2063.51,-58.95,-14.47,5.76,35.347619,-117.808997,638.7,8.09,,,1223.5,1437.67
3714774966,49.86,80.83,1936.4,47.22,804.25,2123.17,-59.56,-8.15,6.43,35.347619,-117.808997,638.7,8.09,,,1271.56,1497.33
3714910945,49.86,80.35,1989.29,47.22,799.04,2186.68,-49.33,7.07,1.65,35.347619,-117.808997,638.7,8.09,,,1324.45,1560.84
3715046961,49.86,79.82,2045.85,47.22,793.65,2252.97,-35.69,-11.78,12.5,35.347619,-117.808997,638.7,8.09,,,1381.01,1627.13
3715182960,49.85,79.28,2099.56,47.22,788.14,2321.28,-27.72,-1.26,-3.27,35.347619,-117.808997,638.7,8.09,,,1434.72,1695.44
3715318954,49.85,78.72,2156.58,47.22,782.66,2389.68,-40.3,8.05,-0.98,35.347619,-117.808997,638.7,8.09,,,1491.74,1763.84
3715454947,49.86,78.18,2215,47.22,777.2,2458.54,-38.79,6.77,10.73,35.347619,-117.808997,638.7,8.09,,,1550.16,1832.7
3715590954,49.86,77.63,2247.17,47.22,773.81,2501.48,-29.91,14.4,-0.11,35.347619,-117.808997,638.7,8.09,,,1582.33,1875.64
3715726960,49.86,77.29,2299.69,47.22,768.77,2565.81,-29.94,-10.54,5.65,35.347619,-117.808997,638.7,8.09,,,1634.85,1939.97
3715862954,49.86,76.8,2355.94,47.22,763.26,2636.82,-26.21,-10.68,4.29,35.347619,-117.808997,638.7,8.09,,,1691.1,2010.98
3715998957,49.86,76.23,2420.14,47.23,757.44,2712.29,-41.25,5.04,7.28,35.347619,-117.808997,638.7,8.09,,,1755.3,2086.45
3716134975,49.86,75.66,2475.08,47.22,752.13,2781.82,-11,11.44,-3.59,35.347619,-117.808997,638.7,8.1,,,1810.24,2155.98
3716270947,49.87,75.13,2535.76,47.23,746.65,2854.31,-21.81,0.74,2.13,35.347619,-117.808997,638.7,8.09,,,1870.92,2228.47
3716406954,49.86,74.56,2578.62,47.23,742.33,2911.89,-15.39,18.32,5.38,35.347619,-117.808997,638.7,8.09,,,1913.78,2286.05
3716542947,49.86,74.14,2640.19,47.22,736.7,2987.4,-26.29,8.59,-2.56,35.347619,-117.808997,638.7,8.09,,,1975.35,2361.56
3716678933,49.86,73.58,2701.22,47.23,731.11,3063.14,-37.23,10.45,3.64,35.347619,-117.808997,638.7,8.09,,,2036.38,2437.3
3716814958,49.86,73.03,2768.15,47.23,724.9,3148.04,-37.48,17.61,2.35,35.347619,-117.808997,638.7,8.09,,,2103.31,2522.2
3716950958,49.87,72.41,2836.47,47.23,718.73,3233.27,-21.49,14.37,5.18,35.347619,-117.808997,638.7,8.09,,,2171.63,2607.43
3717086963,49.86,71.79,2893.3,47.23,713.47,3306.65,-32.14,-4.72,3,35.347619,-117.808997,638.7,8.09,,,2228.46,2680.81
3717358117,49.86,71.26,3012.26,47.2,702.7,3458.53,-17.49,-1.3,2.04,35.347619,-117.808997,638.7,8.09,,,2347.42,2832.69
3717494937,49.85,70.18,3063.39,47.21,698.28,3521.93,-34.66,-7.13,-0.33,35.347619,-117.808997,638.7,8.09,,,2398.55,2896.09
3717630941,49.86,69.75,3123.7,47.22,693,3598.12,-28.11,-14.02,7.23,35.347619,-117.808997,638.7,8.1,,,2458.86,2972.28
3717766965,49.86,69.21,3173.82,47.22,688.62,3662,-30.89,8.71,0.73,35.347619,-117.808997,638.7,8.09,,,2508.98,3036.16
3717902941,49.86,68.78,3239.79,47.22,682.76,3748.05,-40.39,13.88,-2.65,35.347619,-117.808997,638.7,8.09,,,2574.95,3122.21
3718038958,49.86,68.2,3296.99,47.22,677.76,3822.23,-28.44,4.96,10.69,35.347619,-117.808997,638.7,8.09,,,2632.15,3196.39
3718174954,49.86,67.69,3357.86,47.22,672.55,3900.14,-38.4,-17.17,21.91,35.347619,-117.808997,638.7,8.09,,,2693.02,3274.3
3718310945,49.86,67.17,3417.64,47.22,667.21,3980.7,-29.34,15.14,0.79,35.347619,-117.808997,638.7,8.09,,,2752.8,3354.86
3718446942,49.86,66.63,3496.52,47.23,660.65,4080.79,-19.91,-4.47,6.9,35.347619,-117.808997,638.7,8.1,,,2831.68,3454.95
3718582945,49.86,65.98,3550.26,47.22,656.1,4150.99,-31.77,2.5,7.06,35.347619,-117.808997,638.7,8.09,,,2885.42,3525.15
3718718941,49.86,65.52,3617.26,47.22,650.4,4239.63,-23.48,18.78,4.19,35.347619,-117.808997,638.7,8.09,,,2952.42,3613.79
3718854958,49.86,64.95,3672.61,47.22,645.67,4313.89,-17.45,17.39,0.9,35.347619,-117.808997,638.7,8.09,,,3007.77,3688.05
3718990954,49.85,64.49,3735.89,47.22,640.51,4395.56,46.31,13.5,3.95,35.347619,-117.808997,638.7,8.09,,,3071.05,3769.72
3719126929,49.86,63.98,3751.8,47.22,639.34,4414.27,26.69,11.41,10.97,35.347619,-117.808997,638.7,8.09,,,3086.96,3788.43
3719262941,49.85,63.86,3786.97,47.21,636.41,4461.03,41.87,0.36,-2.56,35.347619,-117.808997,638.7,8.09,,,3122.13,3835.19
3719398945,49.85,63.55,3840.58,47.21,632,4532.14,38.47,-14.76,8.11,35.347619,-117.808997,638.7,8.09,,,3175.74,3906.3
3719534948,49.86,63.09,3891.04,47.21,627.72,4601.69,36.67,-3.17,-1.77,35.347619,-117.808997,638.7,8.09,,,3226.2,3975.85
3719670958,49.86,62.7,3943.76,47.21,623.54,4670.03,37.63,1.68,-4.83,35.347619,-117.808997,638.7,8.1,,,3278.92,4044.19
3719806941,49.86,62.27,3990.74,47.21,619.79,4731.96,45.2,-2.55,2,35.347619,-117.808997,638.7,8.1,,,3325.9,4106.12
3719942956,49.85,61.89,4044.91,47.21,615.41,4804.81,36.07,-11.16,4.15,35.347619,-117.808997,638.7,8.09,,,3380.07,4178.97
3720078954,49.86,61.44,4097.67,47.21,611.22,4874.99,29.4,10.72,0.14,35.347619,-117.808997,638.7,8.1,,,3432.83,4249.15
3720214945,49.86,61.02,4147.38,47.2,607.23,4942.3,37.12,-2.13,3.75,35.347619,-117.808997,638.7,8.09,,,3482.54,4316.46
3720350941,49.86,60.64,4192.48,47.2,603.74,5001.78,21.2,10.9,1.94,35.347619,-117.808997,638.7,8.09,,,3527.64,4375.94
3720486945,49.86,60.28,4242.08,47.2,599.76,5070.05,29.24,5.08,-1.78,35.347619,-117.808997,638.7,8.1,,,3577.24,4444.21
3720622958,49.86,59.89,4288.25,47.2,596.17,5132.06,33.13,14.83,-0.92,35.347619,-117.808997,638.7,8.1,,,3623.41,4506.22
3720758945,49.87,59.53,4340.98,47.2,591.95,5205.45,24.92,-14.66,4.53,35.347619,-117.808997,638.7,8.09,,,3676.14,4579.61
3720894967,49.86,59.11,4393.23,47.2,588.08,5273.47,27.57,-2.05,2.28,35.347619,-117.808997,638.7,8.11,,,3728.39,4647.63
3721030965,49.86,58.72,4432.49,47.2,585.1,5326.13,33.77,14.05,1.31,35.347619,-117.808997,638.7,8.1,,,3767.65,4700.29
3721166958,49.86,58.42,4482.27,47.19,581.02,5398.68,16.36,-3.78,2.2,35.347619,-117.808997,638.7,8.09,,,3817.43,4772.84
3721302954,49.88,58.03,4532.47,47.19,577.35,5464.48,18.86,-12.86,5.49,35.347619,-117.808997,638.7,8.1,,,3867.63,4838.64
3721438941,49.86,57.65,4584.52,47.19,573.5,5534.1,23.82,13.98,0.49,35.347619,-117.808997,638.7,8.1,,,3919.68,4908.26
3721574945,49.87,57.25,4626.59,47.19,570.12,5595.74,12.78,2.77,-6.79,35.347619,-117.808997,638.7,8.09,,,3961.75,4969.9
3721710969,49.87,56.92,4682.61,47.19,566.08,5669.86,24.69,16.93,-4.64,35.347619,-117.808997,638.7,8.1,,,4017.77,5044.02
3721846961,49.87,56.52,4725.84,47.19,562.69,5732.58,16.86,2.1,1.62,35.347619,-117.808997,638.7,8.1,,,4061,5106.74
3721982962,49.88,56.18,4777.36,47.19,558.87,5804,15.35,2.78,-2.14,35.347619,-117.808997,638.7,8.09,,,4112.52,5178.16
3722118945,49.87,55.81,4827.3,47.19,555.08,5875.3,18.22,0.06,3.65,35.347619,-117.808997,638.7,8.1,,,4162.46,5249.46
3722254942,49.87,55.42,4889.62,47.19,550.78,5956.7,23.92,-5.21,4.49,35.347619,-117.808997,638.7,8.1,,,4224.78,5330.86
3722458123,49.87,54.99,4990.64,47.17,543.36,6098.92,19.3,2.07,4.98,35.347619,-117.808997,638.7,8.09,,,4325.8,5473.08
3722594965,49.87,54.25,5039.64,47.18,539.71,6169.98,14.53,-13.38,5.74,35.347619,-117.808997,638.7,8.09,,,4374.8,5544.14
3722730965,49.86,53.87,5062.56,47.18,538.2,6199.57,18.55,-4.22,2.65,35.347619,-117.808997,638.7,8.1,,,4397.72,5573.73
3722866967,49.86,53.73,5104.22,47.18,535.33,6255.97,19.35,6.31,-3.62,35.347619,-117.808997,638.7,8.1,,,4439.38,5630.13
3723002967,49.85,53.44,5118.4,47.18,533.99,6282.44,10.13,4.66,-0.68,35.347619,-117.808997,638.7,8.11,,,4453.56,5656.6
3723138969,49.86,53.32,5160.24,47.18,531.28,6336.38,10.63,-5,9.5,35.347619,-117.808997,638.7,8.09,,,4495.4,5710.54
3723274947,49.85,53.03,5196.34,47.18,528.69,6387.87,9.14,7.33,0.04,35.347619,-117.808997,638.7,8.09,,,4531.5,5762.03
3723410954,49.86,52.79,5235.99,47.18,525.83,6445.36,15.52,14.71,1.62,35.347619,-117.808997,638.7,8.1,,,4571.15,5819.52
3723546947,49.85,52.5,5265.89,47.18,523.71,6488.15,17.71,13.44,-3.06,35.347619,-117.808997,638.7,8.09,,,4601.05,5862.31
3723682954,49.85,52.28,5291.54,47.19,521.99,6523.04,14.25,0.68,3.7,35.347619,-117.808997,638.7,8.1,,,4626.7,5897.2
3723818945,49.85,52.11,5328.75,47.19,519.47,6574.32,11.76,1.99,2.32,35.347619,-117.808997,638.7,8.1,,,4663.91,5948.48
3723954961,49.86,51.85,5360.08,47.18,517.16,6621.67,16.12,17.88,-0.58,35.347619,-117.808997,638.7,8.09,,,4695.24,5995.83
3724090947,49.86,51.63,5395.16,47.18,514.73,6671.68,11.63,8.86,4,35.347619,-117.808997,638.7,8.1,,,4730.32,6045.84
3724226948,49.86,51.37,5432.64,47.18,512.2,6724.25,-3.82,9.11,1.12,35.347619,-117.808997,638.7,8.1,,,4767.8,6098.41
3724362945,49.86,51.13,5465.55,47.18,509.99,6770.17,8.94,-4.34,1.7,35.347619,-117.808997,638.7,8.09,,,4800.71,6144.33
3724498954,49.86,50.91,5497.35,47.19,507.88,6814.34,7.39,3.55,5.45,35.347619,-117.808997,638.7,8.1,,,4832.51,6188.5
3724634954,49.86,50.7,5527.88,47.18,505.57,6862.87,12.12,5.04,-1.21,35.347619,-117.808997,638.7,8.1,,,4863.04,6237.03
3724770957,49.86,50.47,5558.2,47.19,503.47,6907.45,5.61,-14.52,3.46,35.347619,-117.808997,638.7,8.1,,,4893.36,6281.61
3724906963,49.86,50.26,5592.1,47.19,501.27,6954.17,11.78,4.36,-1.34,35.347619,-117.808997,638.7,8.1,,,4927.26,6328.33
3725042968,49.87,50.04,5628,47.19,498.91,7004.63,6.02,6.37,-0.12,35.347619,-117.808997,638.7,8.1,,,4963.16,6378.79
3725178945,49.87,49.79,5656.55,47.19,496.84,7049.22,23.07,2.99,-0.41,35.347619,-117.808997,638.7,8.1,,,4991.71,6423.38
3725314954,49.87,49.59,5689.73,47.19,494.64,7096.75,8.79,7.77,0.53,35.347619,-117.808997,638.7,8.09,,,5024.89,6470.91
3725450947,49.87,49.37,5714.01,47.19,492.9,7134.54,6.35,5.6,2.08,35.347619,-117.808997,638.7,8.1,,,5049.17,6508.7
3725586957,49.88,49.19,5749.21,47.19,490.63,7184.06,9.91,1.11,4.69,35.347619,-117.808997,638.7,8.09,,,5084.37,6558.22
3725722964,49.88,48.97,5778.14,47.19,488.69,7226.61,6.57,0.82,5.54,35.347619,-117.808997,638.7,8.09,,,5113.3,6600.77
3725858976,49.89,48.77,5805.27,47.19,486.82,7267.61,6.39,2.96,2.28,35.347619,-117.808997,638.7,8.11,,,5140.43,6641.77
