Time (us),BMP Temp (C) ,BMP Pressure (kPa),BMP Alt (m),MS Temp ©,BMP Pressure (hPa),BMP Alt (m),acc_x (m/s2),acc_y (m/s2),acc_z (m/s2),Lat (deg),Long (deg),GPS Alt (m),Battery Voltage (V),,,Alt AGL BMP (m),Alt AGL MS (m)
633976682,24.1,88.95,1110.25,22.57,890.62,1048.91,11.77,-0.4,-0.84,35.347619,-117.808997,638.7,8.12,,,445.41,423.07
634112686,24.11,88.95,1109.63,22.57,890.61,1049.02,10.08,-0.11,-3.42,35.347619,-117.808997,638.7,8.12,,,444.79,423.18
634248682,24.11,88.94,1109.34,22.57,890.79,1047.26,8.55,-0.75,-3.82,35.347619,-117.808997,638.7,8.11,,,444.5,421.42
634384685,24.11,88.96,1108.43,22.57,890.84,1046.78,9.27,-0.53,-4.13,35.347619,-117.808997,638.7,8.11,,,443.59,420.94
634520682,24.12,88.98,1106.41,22.58,890.93,1045.88,10.96,-1.82,-3.03,35.347619,-117.808997,638.7,8.11,,,441.57,420.04
634656686,24.13,88.98,1106.86,22.57,891.01,1045.07,9.46,-3.18,-1.6,35.347619,-117.808997,638.7,8.11,,,442.02,419.23
634792682,24.12,88.99,1106.78,22.58,891,1045.2,8.17,-1.84,-1.48,35.347619,-117.808997,638.7,8.12,,,441.94,419.36
634928694,24.13,89,1105.67,22.57,891.07,1044.46,10.51,-0.37,-2.02,35.347619,-117.808997,638.7,8.12,,,440.83,418.62
635064682,24.13,89,1105.01,22.58,891.18,1043.37,10.1,2.43,-2.49,35.347619,-117.808997,638.7,8.11,,,440.17,417.53
635200686,24.13,89,1106.32,22.58,891,1045.23,9.13,5.59,0.23,35.347619,-117.808997,638.7,8.12,,,441.48,419.39
635336682,24.13,88.99,1104.64,22.58,891.19,1043.35,7.78,4.79,-0.34,35.347619,-117.808997,638.7,8.11,,,439.8,417.51
635550860,24.13,89.02,1103.07,22.56,891.41,1041.08,11,3.06,-1.44,35.347619,-117.808997,638.7,8.11,,,438.23,415.24
635687690,24.13,89.03,1101.51,22.57,891.58,1039.41,9.8,1.33,-2.48,35.347619,-117.808997,638.7,8.11,,,436.67,413.57
635823686,24.13,89.05,1100.76,22.58,891.66,1038.65,8.25,0.83,-2.74,35.347619,-117.808997,638.7,8.12,,,435.92,412.81
635959690,24.13,89.05,1100.22,22.58,891.72,1038.05,9.84,1.05,-2.62,35.347619,-117.808997,638.7,8.12,,,435.38,412.21
636095686,24.14,89.06,1100.68,22.58,891.67,1038.53,11.29,2.11,-0.64,35.347619,-117.808997,638.7,8.11,,,435.84,412.69
636231690,24.14,89.05,1099.4,22.58,891.72,1038.02,8.69,2.66,2.03,35.347619,-117.808997,638.7,8.11,,,434.56,412.18
636367694,24.14,89.06,1098.94,22.58,891.85,1036.75,9.3,2.77,3.05,35.347619,-117.808997,638.7,8.11,,,434.1,410.91
636503690,24.15,89.08,1097.37,22.58,892.06,1034.75,11.11,3.42,1.13,35.347619,-117.808997,638.7,8.11,,,432.53,408.91
636639694,24.15,89.09,1096.63,22.59,892.12,1034.14,9.61,4.5,-1.78,35.347619,-117.808997,638.7,8.12,,,431.79,408.3
636775691,24.15,89.09,1096.63,22.59,892.12,1034.1,7.78,4.21,-2.45,35.347619,-117.808997,638.7,8.12,,,431.79,408.26
636911687,24.16,89.1,1094.87,22.59,892.27,1032.66,8.13,3.95,-2.11,35.347619,-117.808997,638.7,8.12,,,430.03,406.82
637047690,24.16,89.11,1094.41,22.59,892.28,1032.55,9.51,2.7,-0.78,35.347619,-117.808997,638.7,8.12,,,429.57,406.71
637183686,24.16,89.11,1093.76,22.59,892.43,1031.02,10.37,-0.41,-0.01,35.347619,-117.808997,638.7,8.11,,,428.92,405.18
637319690,24.16,89.13,1092.93,22.59,892.59,1029.52,9.46,-3.13,-0.4,35.347619,-117.808997,638.7,8.11,,,428.09,403.68
637455686,24.17,89.14,1090.63,22.59,892.78,1027.57,8.62,-4.13,-1.47,35.347619,-117.808997,638.7,8.12,,,425.79,401.73
637591691,24.16,89.16,1089.89,22.59,892.85,1026.93,9.73,-3.42,-1.33,35.347619,-117.808997,638.7,8.11,,,425.05,401.09
637727694,24.17,89.18,1089.43,22.6,892.93,1026.08,10.34,-1.81,0.18,35.347619,-117.808997,638.7,8.12,,,424.59,400.24
637863690,24.17,89.18,1088.32,22.6,893,1025.44,8.26,-0.65,1.7,35.347619,-117.808997,638.7,8.12,,,423.48,399.6
637999694,24.17,89.18,1088.49,22.6,893.04,1025.02,7.51,-0.57,1.88,35.347619,-117.808997,638.7,8.11,,,423.65,399.18
638135691,24.16,89.2,1085.82,22.6,893.17,1023.76,10.25,-1.01,0.54,35.347619,-117.808997,638.7,8.12,,,420.98,397.92
638271686,24.17,89.21,1085.36,22.6,893.27,1022.75,11.31,-1.81,-2.15,35.347619,-117.808997,638.7,8.11,,,420.52,396.91
638407689,24.17,89.21,1086.1,22.6,893.29,1022.58,10.19,-2.19,-2.32,35.347619,-117.808997,638.7,8.11,,,421.26,396.74
638543686,24.17,89.21,1083.71,22.6,893.38,1021.67,12.23,-1.98,-2.89,35.347619,-117.808997,638.7,8.11,,,418.87,395.83
638679713,24.17,89.22,1084.08,22.6,893.47,1020.77,12.92,-1.2,-1.35,35.347619,-117.808997,638.7,8.12,,,419.24,394.93
638815706,24.17,89.23,1083.71,22.6,893.59,1019.6,11.36,-0.38,1.02,35.347619,-117.808997,638.7,8.11,,,418.87,393.76
638951706,24.17,89.24,1082.15,22.6,893.59,1019.67,9.91,-0.21,1.61,35.347619,-117.808997,638.7,8.11,,,417.31,393.83
639087705,24.17,89.24,1082.97,22.6,893.64,1019.15,12.01,-0.19,-0.37,35.347619,-117.808997,638.7,8.12,,,418.13,393.31
639223706,24.17,89.24,1083.71,22.61,893.67,1018.85,10.85,-1.02,-1.99,35.347619,-117.808997,638.7,8.11,,,418.87,393.01
639359705,24.17,89.25,1082.23,22.6,893.76,1017.93,9.19,-1.86,-2.99,35.347619,-117.808997,638.7,8.11,,,417.39,392.09
639495690,24.18,89.24,1081.32,22.61,893.77,1017.82,10.02,-1.96,-2.64,35.347619,-117.808997,638.7,8.11,,,416.48,391.98
639631686,24.18,89.26,1080.58,22.6,893.76,1017.96,9.63,-1.89,-1.21,35.347619,-117.808997,638.7,8.11,,,415.74,392.12
639767690,24.19,89.27,1080.58,22.61,893.93,1016.27,7.41,-1.65,0.4,35.347619,-117.808997,638.7,8.12,,,415.74,390.43
639903686,24.18,89.27,1079.96,22.61,893.95,1016.11,10.03,-0.96,0.25,35.347619,-117.808997,638.7,8.12,,,415.12,390.27
640039691,24.19,89.28,1078.93,22.61,894.05,1015.08,10.04,-1.4,-1.28,35.347619,-117.808997,638.7,8.11,,,414.09,389.24
640175686,24.19,89.29,1078.48,22.61,894.09,1014.66,8.41,-2.11,-2.83,35.347619,-117.808997,638.7,8.11,,,413.64,388.82
640311690,24.19,89.29,1079.13,22.61,894.01,1015.51,8.99,-1.2,-5.14,35.347619,-117.808997,638.7,8.11,,,414.29,389.67
640447686,24.19,89.29,1077.28,22.61,894.2,1013.66,10.56,-2.85,-3.55,35.347619,-117.808997,638.7,8.11,,,412.44,387.82
640686868,24.2,89.31,1076.72,22.59,894.38,1011.72,10.91,-1.6,-0.72,35.347619,-117.808997,638.7,8.12,,,411.88,385.88
640823686,24.19,89.32,1074.98,22.6,894.44,1011.21,10.95,-0.57,-0.3,35.347619,-117.808997,638.7,8.11,,,410.14,385.37
640959682,24.2,89.34,1073.59,22.61,894.58,1009.86,10.06,-1.18,-0.41,35.347619,-117.808997,638.7,8.12,,,408.75,384.02
641095686,24.2,89.35,1072.48,22.61,894.64,1009.22,10.18,-2.34,-0.23,35.347619,-117.808997,638.7,8.12,,,407.64,383.38
641231682,24.2,89.35,1072.48,22.61,894.71,1008.55,9.92,-3.01,-0.81,35.347619,-117.808997,638.7,8.12,,,407.64,382.71
641367685,24.21,89.37,1072.03,22.61,894.82,1007.52,11.02,-3.11,-0.14,35.347619,-117.808997,638.7,8.11,,,407.19,381.68
641503682,24.21,89.37,1071.12,22.62,894.93,1006.4,15.23,-5.28,-2.18,35.347619,-117.808997,638.7,8.11,,,406.28,380.56
641639686,24.22,89.38,1071.2,22.62,894.88,1006.94,8.47,-1.6,0.31,35.347619,-117.808997,638.7,8.12,,,406.36,381.1
641775682,24.21,89.39,1071.2,22.62,894.81,1007.64,9.33,5.25,1.96,35.347619,-117.808997,638.7,8.12,,,406.36,381.8
641911686,24.21,89.37,1071.2,22.62,894.89,1006.88,4.47,4.06,0.93,35.347619,-117.808997,638.7,8.11,,,406.36,381.04
642047682,24.2,89.38,1070.29,22.62,894.89,1006.82,11.58,3.17,0.21,35.347619,-117.808997,638.7,8.12,,,405.45,380.98
642183686,24.21,89.39,1069.35,22.62,895.04,1005.35,12.67,-2.46,-0.43,35.347619,-117.808997,638.7,8.11,,,404.51,379.51
642319690,24.21,89.4,1068.16,22.62,895.19,1003.85,8.49,-3.66,-0.07,35.347619,-117.808997,638.7,8.11,,,403.32,378.01
642455686,24.22,89.41,1067.42,22.63,895.21,1003.67,9.73,-4.68,-0.01,35.347619,-117.808997,638.7,8.11,,,402.58,377.83
642591682,24.22,89.42,1066.23,22.62,895.29,1002.87,12.55,-1.1,0.54,35.347619,-117.808997,638.7,8.11,,,401.39,377.03
642727694,24.22,89.42,1066.6,22.63,895.3,1002.85,9.05,4.09,0.44,35.347619,-117.808997,638.7,8.11,,,401.76,377.01
642863736,24.22,89.42,1066.68,22.63,895.29,1002.86,5.4,4.54,0.47,35.347619,-117.808997,638.7,8.11,,,401.84,377.02
642999710,24.22,89.42,1064.95,22.63,895.44,1001.41,8.13,4.62,0.62,35.347619,-117.808997,638.7,8.12,,,400.11,375.57
643135706,24.22,89.44,1064.78,22.63,895.52,1000.68,11.48,2,-0.05,35.347619,-117.808997,638.7,8.11,,,399.94,374.84
643271710,24.23,89.45,1063.47,22.63,895.56,1000.2,10.18,-1.48,-0.23,35.347619,-117.808997,638.7,8.12,,,398.63,374.36
643407705,24.23,89.45,1063.47,22.63,895.6,999.81,8.81,-3.18,-0.11,35.347619,-117.808997,638.7,8.11,,,398.63,373.97
643543686,24.22,89.46,1062.76,22.63,895.8,997.84,9.36,-4.45,0.05,35.347619,-117.808997,638.7,8.11,,,397.92,372
643679682,24.25,89.48,1061.54,22.63,895.82,997.65,10.08,-2.12,1.19,35.347619,-117.808997,638.7,8.11,,,396.7,371.81
643815686,24.24,89.47,1061.37,22.63,895.83,997.65,9.02,0.57,1.56,35.347619,-117.808997,638.7,8.11,,,396.53,371.81
643951690,24.23,89.47,1061.17,22.64,895.88,997.14,7.69,3.21,1.12,35.347619,-117.808997,638.7,8.11,,,396.33,371.3
644087686,24.22,89.48,1061.74,22.64,895.87,997.22,8.55,3.21,0.9,35.347619,-117.808997,638.7,8.11,,,396.9,371.38
644223682,24.24,89.47,1061.17,22.64,895.93,996.59,8.69,2.58,0.47,35.347619,-117.808997,638.7,8.12,,,396.33,370.75
644359686,24.24,89.48,1060.18,22.64,895.97,996.23,9.33,1.08,0.65,35.347619,-117.808997,638.7,8.11,,,395.34,370.39
644495682,24.24,89.48,1059.36,22.64,896.13,994.61,9,-0.47,0.81,35.347619,-117.808997,638.7,8.11,,,394.52,368.77
644631686,24.26,89.5,1058.7,22.64,896.19,994.06,8.98,-2.17,1,35.347619,-117.808997,638.7,8.11,,,393.86,368.22
644767682,24.25,89.51,1056.41,22.64,896.39,992.13,8.83,-2.9,0.78,35.347619,-117.808997,638.7,8.11,,,391.57,366.29
644903686,24.25,89.53,1055.58,22.64,896.4,992,8.8,-1.63,0.72,35.347619,-117.808997,638.7,8.12,,,390.74,366.16
645039690,24.26,89.53,1056.32,22.64,896.41,991.94,10.38,0.37,0.32,35.347619,-117.808997,638.7,8.11,,,391.48,366.1
645175686,24.26,89.53,1055.41,22.64,896.49,991.15,9.11,2.3,0.03,35.347619,-117.808997,638.7,8.11,,,390.57,365.31
645311682,24.26,89.54,1055.67,22.64,896.54,990.64,8.77,2.83,0.04,35.347619,-117.808997,638.7,8.11,,,390.83,364.8
645447686,24.26,89.55,1055.13,22.64,896.48,991.19,9.46,1.96,0.52,35.347619,-117.808997,638.7,8.12,,,390.29,365.35
645583682,24.26,89.54,1054.67,22.65,896.54,990.63,9.92,0.52,0.87,35.347619,-117.808997,638.7,8.11,,,389.83,364.79
645809876,24.26,89.54,1054.67,22.62,896.7,989,12.57,-3.12,-0.3,35.347619,-117.808997,638.7,8.12,,,389.83,363.16
645946714,24.26,89.55,1053.28,22.63,896.75,988.49,8.67,-1.88,0.31,35.347619,-117.808997,638.7,8.11,,,388.44,362.65
646082710,24.26,89.57,1053.28,22.64,896.79,988.12,7.72,2.75,0.89,35.347619,-117.808997,638.7,8.11,,,388.44,362.28
646218714,24.26,89.56,1051.55,22.64,897.05,985.57,1.64,1.92,1.13,35.347619,-117.808997,638.7,8.12,,,386.71,359.73
646354717,24.27,89.59,1050.81,22.65,897.11,985.05,5.54,4.43,0.48,35.347619,-117.808997,638.7,8.11,,,385.97,359.21
646490698,24.27,89.59,1048.52,22.65,897.16,984.5,15.06,1.61,-0.77,35.347619,-117.808997,638.7,8.12,,,383.68,358.66
646626686,24.28,89.61,1048.43,22.65,897.18,984.32,9.3,-2.9,-0.81,35.347619,-117.808997,638.7,8.12,,,383.59,358.48
646762691,24.28,89.61,1048.69,22.65,897.24,983.78,10.92,-3.16,-0.1,35.347619,-117.808997,638.7,8.11,,,383.85,357.94
646898686,24.27,89.62,1047.86,22.65,897.42,982.05,12.95,0.02,0.86,35.347619,-117.808997,638.7,8.11,,,383.02,356.21
647034698,24.28,89.63,1046.96,22.66,897.48,981.45,9.85,2.38,0.92,35.347619,-117.808997,638.7,8.12,,,382.12,355.61
647170686,24.28,89.63,1046.76,22.66,897.5,981.22,8.02,2.74,0.85,35.347619,-117.808997,638.7,8.11,,,381.92,355.38
647306690,24.27,89.63,1046.02,22.66,897.65,979.74,15.07,1.26,-0.45,35.347619,-117.808997,638.7,8.11,,,381.18,353.9
647442686,24.27,89.65,1044.38,22.66,897.75,978.75,12.18,-2.72,-1.4,35.347619,-117.808997,638.7,8.12,,,379.54,352.91
647578690,24.27,89.66,1043.56,22.66,897.85,977.76,7.83,-4.28,-1.82,35.347619,-117.808997,638.7,8.11,,,378.72,351.92
647714686,24.29,89.68,1043.19,22.66,897.94,976.9,6.59,-3.5,-0.56,35.347619,-117.808997,638.7,8.12,,,378.35,351.06
647850691,24.29,89.68,1041.63,22.66,898.09,975.48,8.47,-3.43,-0.79,35.347619,-117.808997,638.7,8.12,,,376.79,349.64
647986686,24.29,89.69,1041.54,22.66,898.1,975.38,8.67,-1.3,-0.08,35.347619,-117.808997,638.7,8.12,,,376.7,349.54
648122698,24.29,89.7,1040.98,22.66,898.18,974.58,8.18,0.91,0.83,35.347619,-117.808997,638.7,8.12,,,376.14,348.74
648258686,24.29,89.7,1040.89,22.67,898.23,974.02,8.7,1.74,0.42,35.347619,-117.808997,638.7,8.12,,,376.05,348.18
648394697,24.29,89.71,1039.61,22.66,898.27,973.64,10.67,0.21,-0.64,35.347619,-117.808997,638.7,8.11,,,374.77,347.8
648530694,24.3,89.71,1036.75,22.66,898.45,971.87,11.43,-3.53,-1.09,35.347619,-117.808997,638.7,8.11,,,371.91,346.03
648666690,24.29,89.72,1038.68,22.66,898.36,972.8,8.73,-3.97,1.1,35.347619,-117.808997,638.7,8.11,,,373.84,346.96
648802686,24.3,89.72,1037.77,22.67,898.51,971.34,8.2,-3.89,0.88,35.347619,-117.808997,638.7,8.12,,,372.93,345.5
648938690,24.31,89.73,1036.21,22.67,898.6,970.49,10.24,-2.32,0.73,35.347619,-117.808997,638.7,8.12,,,371.37,344.65
649074694,24.3,89.75,1036.02,22.67,898.57,970.76,10.83,1.35,-0.04,35.347619,-117.808997,638.7,8.11,,,371.18,344.92
649210691,24.3,89.75,1036.47,22.67,898.69,969.58,8.55,2.98,-0.51,35.347619,-117.808997,638.7,8.12,,,371.63,343.74
649346694,24.29,89.76,1035.28,22.67,898.77,968.75,9.65,3.29,-0.28,35.347619,-117.808997,638.7,8.11,,,370.44,342.91
649482690,24.31,89.76,1034.46,22.67,898.77,968.79,11.81,1.14,1.53,35.347619,-117.808997,638.7,8.11,,,369.62,342.95
649618686,24.3,89.77,1032.53,22.67,899.03,966.2,10.07,-3.8,0.91,35.347619,-117.808997,638.7,8.11,,,367.69,340.36
649754691,24.31,89.79,1032.53,22.68,899.15,965.09,2.49,-3.39,0.23,35.347619,-117.808997,638.7,8.12,,,367.69,339.25
649890686,24.3,89.79,1030.89,22.67,899.13,965.24,16.35,-2.79,-2.93,35.347619,-117.808997,638.7,8.11,,,366.05,339.4
650026691,24.31,89.8,1030.78,22.68,899.21,964.45,9.06,2.98,-2.9,35.347619,-117.808997,638.7,8.12,,,365.94,338.61
650162710,24.31,89.8,1030.41,22.67,899.3,963.53,6.92,3.61,-1.66,35.347619,-117.808997,638.7,8.11,,,365.57,337.69
650298714,24.31,89.81,1029.33,22.68,899.43,962.35,9.78,2.38,-0.77,35.347619,-117.808997,638.7,8.11,,,364.49,336.51
650434710,24.32,89.82,1029.98,22.68,899.42,962.43,13.39,-2.16,-1.3,35.347619,-117.808997,638.7,8.12,,,365.14,336.59
650570690,24.32,89.83,1028.6,22.68,899.57,960.97,9.58,-4.54,-0.45,35.347619,-117.808997,638.7,8.11,,,363.76,335.13
650706686,24.31,89.83,1027.13,22.68,899.6,960.65,10.47,-4.38,0.27,35.347619,-117.808997,638.7,8.11,,,362.29,334.81
650922868,24.33,89.85,1027.47,22.66,899.57,960.9,13.22,1.97,-2.01,35.347619,-117.808997,638.7,8.12,,,362.63,335.06
651059686,24.3,89.84,1027.21,22.67,899.6,960.63,4.72,4.47,0.67,35.347619,-117.808997,638.7,8.12,,,362.37,334.79
651195682,24.31,89.85,1027.95,22.68,899.56,961.01,2.79,2.57,0.38,35.347619,-117.808997,638.7,8.11,,,363.11,335.17
651331685,24.31,89.83,1026.11,22.68,899.68,959.85,11.97,3.28,-0.39,35.347619,-117.808997,638.7,8.11,,,361.27,334.01
651467682,24.32,89.87,1025.57,22.68,899.77,958.96,11.59,-1.88,0.35,35.347619,-117.808997,638.7,8.12,,,360.73,333.12
651603686,24.33,89.86,1025.12,22.69,899.87,957.99,7.53,-3.24,0.48,35.347619,-117.808997,638.7,8.12,,,360.28,332.15
651739682,24.32,89.87,1022.37,22.69,900.05,956.28,7.94,-4.57,0.11,35.347619,-117.808997,638.7,8.11,,,357.53,330.44
651875694,24.33,89.89,1023.56,22.69,900.05,956.3,11.86,-2.46,0.16,35.347619,-117.808997,638.7,8.11,,,358.72,330.46
652011682,24.32,89.9,1022.91,22.69,900.01,956.65,12.38,3.09,-0.08,35.347619,-117.808997,638.7,8.12,,,358.07,330.81
652147694,24.33,89.89,1023.28,22.69,900.01,956.61,7.69,4.82,-0.19,35.347619,-117.808997,638.7,8.11,,,358.44,330.77
652283690,24.33,89.9,1023.19,22.69,900.05,956.31,7.91,5.3,-0.06,35.347619,-117.808997,638.7,8.11,,,358.35,330.47
652419694,24.33,89.89,1024.01,22.69,900.02,956.61,9.62,3.41,0.5,35.347619,-117.808997,638.7,8.12,,,359.17,330.77
652555682,24.33,89.9,1023.02,22.69,900.09,955.86,9.65,0.41,1.25,35.347619,-117.808997,638.7,8.11,,,358.18,330.02
652691710,24.35,89.9,1021.63,22.7,900.15,955.35,9.43,-1.36,1.78,35.347619,-117.808997,638.7,8.12,,,356.79,329.51
652827706,24.34,89.91,1021.1,22.69,900.31,953.74,9.98,-1.3,2.03,35.347619,-117.808997,638.7,8.12,,,356.26,327.9
652963710,24.35,89.92,1019.71,22.69,900.35,953.36,10.43,0.5,1.4,35.347619,-117.808997,638.7,8.12,,,354.87,327.52
653099706,24.35,89.93,1019.62,22.7,900.45,952.41,9.31,2.89,0.44,35.347619,-117.808997,638.7,8.12,,,354.78,326.57
653235710,24.35,89.94,1018.69,22.7,900.5,951.87,8.88,3.73,-0.01,35.347619,-117.808997,638.7,8.11,,,353.85,326.03
653371713,24.34,89.94,1017.79,22.7,900.55,951.36,10.08,2.58,-0.31,35.347619,-117.808997,638.7,8.11,,,352.95,325.52
653507686,24.34,89.94,1017.79,22.7,900.66,950.28,11.74,-0.18,-0.02,35.347619,-117.808997,638.7,8.12,,,352.95,324.44
653643682,24.35,89.96,1016.6,22.7,900.81,948.9,9.35,-2.92,-0.04,35.347619,-117.808997,638.7,8.11,,,351.76,323.06
653779686,24.35,89.96,1015.58,22.7,900.96,947.42,7.24,-4.05,-0.2,35.347619,-117.808997,638.7,8.11,,,350.74,321.58
653915682,24.34,89.98,1014.03,22.7,900.94,947.57,9.28,-4,-0.1,35.347619,-117.808997,638.7,8.11,,,349.19,321.73
654051686,24.35,89.98,1014.65,22.7,901.01,946.95,11.31,-1.83,-0.41,35.347619,-117.808997,638.7,8.12,,,349.81,321.11
654187690,24.34,89.99,1014.56,22.7,901.05,946.51,10.73,0.52,-0.57,35.347619,-117.808997,638.7,8.12,,,349.72,320.67
654323685,24.35,89.99,1014.48,22.7,901.04,946.59,11.34,2.09,-0.51,35.347619,-117.808997,638.7,8.11,,,349.64,320.75
654459682,24.35,89.99,1014.85,22.71,901.05,946.5,9.59,1.38,0.21,35.347619,-117.808997,638.7,8.11,,,350.01,320.66
654595686,24.35,90.01,1013.66,22.7,901.1,946.05,9.84,-0.16,0.59,35.347619,-117.808997,638.7,8.11,,,348.82,320.21
654731690,24.35,90,1011.74,22.71,901.23,944.72,9.45,-2.81,0.43,35.347619,-117.808997,638.7,8.12,,,346.9,318.88
654867694,24.35,90.02,1011.74,22.71,901.29,944.14,8.77,-4.34,0.26,35.347619,-117.808997,638.7,8.11,,,346.9,318.3
655003690,24.36,90.02,1011,22.71,901.29,944.13,8.9,-4.45,-0.29,35.347619,-117.808997,638.7,8.11,,,346.16,318.29
655139694,24.35,90.02,1011.37,22.71,901.34,943.69,9.96,-3.23,-0.43,35.347619,-117.808997,638.7,8.11,,,346.53,317.85
655275682,24.35,90.03,1011.65,22.71,901.3,944.1,10.63,-1.81,-0.39,35.347619,-117.808997,638.7,8.11,,,346.81,318.26
655411685,24.36,90.03,1011.65,22.71,901.31,944.03,9.16,2.73,-0.82,35.347619,-117.808997,638.7,8.11,,,346.81,318.19
655547690,24.37,90.02,1011.57,22.71,901.27,944.39,7.68,4.76,-1.68,35.347619,-117.808997,638.7,8.11,,,346.73,318.55
655683706,24.37,90.01,1012.13,22.72,901.25,944.61,7.86,5.04,-1.52,35.347619,-117.808997,638.7,8.11,,,347.29,318.77
655819705,24.36,90.02,1011.39,22.71,901.31,943.98,9.59,3.92,-0.46,35.347619,-117.808997,638.7,8.11,,,346.55,318.14
656095860,24.37,90.03,1009.19,22.69,901.57,941.36,10.26,0.24,0.58,35.347619,-117.808997,638.7,8.11,,,344.35,315.52
656232691,24.36,90.04,1009.02,22.7,901.6,941.09,9.65,-0.1,-0.15,35.347619,-117.808997,638.7,8.12,,,344.18,315.25
656368686,24.37,90.05,1009.19,22.71,901.64,940.73,10.53,0.55,-1.56,35.347619,-117.808997,638.7,8.11,,,344.35,314.89
656504690,24.38,90.04,1008.11,22.71,901.7,940.19,9.61,1.8,-1.9,35.347619,-117.808997,638.7,8.11,,,343.27,314.35
656640686,24.39,90.06,1009.58,22.72,901.49,942.25,8.3,3.09,-2.08,35.347619,-117.808997,638.7,8.12,,,344.74,316.41
656776698,24.39,90.03,1008.85,22.72,901.65,940.66,7.78,3.2,-2.25,35.347619,-117.808997,638.7,8.11,,,344.01,314.82
656912686,24.39,90.06,1008.28,22.72,901.81,939.14,7.75,2.94,-2.07,35.347619,-117.808997,638.7,8.11,,,343.44,313.3
657048690,24.39,90.07,1007.38,22.73,901.78,939.43,8.59,3.03,-0.52,35.347619,-117.808997,638.7,8.12,,,342.54,313.59
657184686,24.39,90.07,1006.47,22.73,901.82,939.04,10.44,2.12,-0.09,35.347619,-117.808997,638.7,8.11,,,341.63,313.2
657320746,24.39,90.08,1005.91,22.72,901.98,937.48,11.64,-0.02,-0.91,35.347619,-117.808997,638.7,8.11,,,341.07,311.64
657456686,24.39,90.08,1005.2,22.73,901.97,937.55,10.71,-1.46,-2.09,35.347619,-117.808997,638.7,8.12,,,340.36,311.71
657592698,24.4,90.09,1004.18,22.73,902.06,936.66,9.25,-2.16,-2.46,35.347619,-117.808997,638.7,8.11,,,339.34,310.82
657728686,24.4,90.1,1003.54,22.73,902.16,935.75,8.7,-1.7,-2.61,35.347619,-117.808997,638.7,8.11,,,338.7,309.91
657864690,24.4,90.1,1003.62,22.73,902.23,935,8.75,-0.54,-2.74,35.347619,-117.808997,638.7,8.12,,,338.78,309.16
658000686,24.4,90.11,1002.8,22.73,902.24,935,9.02,0.5,-2.58,35.347619,-117.808997,638.7,8.11,,,337.96,309.16
658136691,24.4,90.11,1002.63,22.74,902.29,934.49,10.14,0.38,-0.72,35.347619,-117.808997,638.7,8.12,,,337.79,308.65
658272687,24.41,90.11,1002.63,22.73,902.29,934.43,7.76,-0.37,-0.34,35.347619,-117.808997,638.7,8.12,,,337.79,308.59
658408690,24.42,90.11,1002.09,22.74,902.39,933.55,11.34,-1.18,-2.51,35.347619,-117.808997,638.7,8.11,,,337.25,307.71
658544686,24.41,90.11,1001.84,22.73,902.4,933.43,8.23,-2.56,-2.68,35.347619,-117.808997,638.7,8.12,,,337,307.59
658680691,24.42,90.13,1001.9,22.74,902.43,933.09,9.22,-2.47,-1.57,35.347619,-117.808997,638.7,8.11,,,337.06,307.25
658816686,24.41,90.13,1000.99,22.74,902.51,932.36,13.01,-0.53,-0.57,35.347619,-117.808997,638.7,8.11,,,336.15,306.52
658952691,24.41,90.14,999.69,22.74,902.59,931.58,8.7,0.54,-0.52,35.347619,-117.808997,638.7,8.12,,,334.85,305.74
659088686,24.42,90.15,998.51,22.74,902.67,930.78,10.52,1.51,-0.48,35.347619,-117.808997,638.7,8.11,,,333.67,304.94
659224691,24.39,90.15,999.33,22.74,902.63,931.21,10.42,-0.05,-0.42,35.347619,-117.808997,638.7,8.11,,,334.49,305.37
659360686,24.41,90.16,998.79,22.74,902.8,929.46,7.26,-4.04,-1.32,35.347619,-117.808997,638.7,8.11,,,333.95,303.62
659496691,24.42,90.16,998.62,22.74,902.8,929.51,4.57,-3.4,0.92,35.347619,-117.808997,638.7,8.11,,,333.78,303.67
659632686,24.41,90.17,997.97,22.75,902.87,928.86,12.02,-3.57,1.12,35.347619,-117.808997,638.7,8.11,,,333.13,303.02
659768690,24.42,90.17,997.77,22.75,902.81,929.45,11.34,2.03,-0.4,35.347619,-117.808997,638.7,8.12,,,332.93,303.61
659904686,24.41,90.17,997.69,22.75,902.89,928.67,7.97,3.93,-1.03,35.347619,-117.808997,638.7,8.12,,,332.85,302.83
660040690,24.42,90.18,997.32,22.75,902.93,928.28,8.75,4.36,-1.24,35.347619,-117.808997,638.7,8.11,,,332.48,302.44
660176686,24.42,90.18,997.32,22.75,902.85,929.01,10.65,2.26,0.1,35.347619,-117.808997,638.7,8.12,,,332.48,303.17
660312690,24.42,90.19,997.6,22.75,902.97,927.82,10.64,-1.8,1.43,35.347619,-117.808997,638.7,8.12,,,332.76,301.98
660448686,24.43,90.18,994.04,22.75,903.17,925.87,7.59,-4.82,0.61,35.347619,-117.808997,638.7,8.12,,,329.2,300.03
660584691,24.44,90.21,995.43,22.75,903.17,925.94,7.91,-3.57,0.99,35.347619,-117.808997,638.7,8.12,,,330.59,300.1
660720714,24.44,90.21,994.41,22.75,903.27,924.92,10.21,-2.4,0.02,35.347619,-117.808997,638.7,8.11,,,329.57,299.08
