51,0.8376,0.8914,0.0216,
0.8551,0.8374,0.8915,0.0224,
0.8551,0.8374,0.8915,0.0227,
0.8550,0.8373,0.8914,0.0218,
0.8551,0.8375,0.8914,0.0220,
0.8550,0.8375,0.8915,0.0208,
0.8550,0.8374,0.8918,0.0214,
0.8549,0.8362,0.8916,0.0219,
0.8548,0.8362,0.8915,0.0209,
0.8548,0.8365,0.8914,0.0210,
0.8549,0.8365,0.8915,0.0212,
0.8548,0.8364,0.8915,0.0213,
0.8550,0.8372,0.8916,0.0220,
0.8552,0.8373,0.8917,0.0213,
0.8550,0.8372,0.8918,0.0221,
0.8549,0.8373,0.8917,0.0213,
0.8549,0.8373,0.8919,0.0203,
0.8549,0.8372,0.8918,0.0208,
0.8549,0.8372,0.8919,0.0208,
0.8549,0.8374,0.8919,0.0207,
0.8549,0.8372,0.8919,0.0215,
0.8549,0.8373,0.8919,0.0219,
0.8550,0.8374,0.8919,0.0209,
0.8550,0.8379,0.8921,0.0217,
0.8551,0.8373,0.8921,0.0208,
0.8550,0.8373,0.8921,0.0208,
0.8550,0.8373,0.8921,0.0221,
0.8550,0.8373,0.8922,0.0222,
0.8550,0.8373,0.8920,0.0215,
0.8549,0.8373,0.8923,0.0216,
0.8550,0.8373,0.8922,0.0205,
0.8551,0.8373,0.8923,0.0219,
0.8550,0.8372,0.8923,0.0209,
0.8551,0.8373,0.8922,0.0223,
0.8550,0.8373,0.8926,0.0210,
0.8550,0.8372,0.8925,0.0208,
0.8551,0.8372,0.8925,0.0208,
0.8550,0.8371,0.8925,0.0208,
0.8549,0.8371,0.8924,0.0211,
0.8549,0.8372,0.8924,0.0213,
0.8550,0.8371,0.8924,0.0212,
0.8550,0.8373,0.8926,0.0209,
0.8549,0.8372,0.8925,0.0221,
0.8550,0.8373,0.8926,0.0215,
0.8551,0.8374,0.8926,0.0213,
0.8551,0.8375,0.8926,0.0213,
0.8551,0.8374,0.8927,0.0222,
0.8552,0.8374,0.8928,0.0203,
0.8552,0.8375,0.8927,0.0224,
