0.7059,0.6858,0.7113,0.0165,
0.7064,0.6867,0.7117,0.0166,
0.7061,0.6857,0.7114,0.0154,
0.7063,0.6832,0.7101,0.0142,
0.7037,0.6835,0.7110,0.0141,
0.7033,0.6832,0.7107,0.0140,
0.7035,0.6834,0.7109,0.0150,
0.7036,0.6833,0.7113,0.0147,
0.7033,0.6828,0.7103,0.0139,
0.7038,0.6833,0.7101,0.0142,
0.7038,0.6835,0.7112,0.0148,
0.7035,0.6831,0.7103,0.0132,
0.7034,0.6832,0.7108,0.0144,
0.7036,0.6831,0.7101,0.0146,
0.7035,0.6829,0.7117,0.0152,
0.7070,0.6865,0.7119,0.0163,
0.7068,0.6869,0.7112,0.0170,
0.7066,0.6870,0.7115,0.0157,
0.7064,0.6866,0.7121,0.0153,
0.7063,0.6870,0.7114,0.0155,
0.7041,0.6834,0.7104,0.0140,
0.7040,0.6836,0.7111,0.0153,
0.7040,0.6831,0.7101,0.0147,
0.7042,0.6840,0.7107,0.0150,
0.7035,0.6832,0.7101,0.0150,
0.7035,0.6832,0.7109,0.0148,
0.7040,0.6835,0.7107,0.0148,
0.7039,0.6831,0.7102,0.0150,
0.7038,0.6833,0.7108,0.0144,
0.7038,0.6833,0.7107,0.0150,
0.7041,0.6832,0.7101,0.0147,
0.7038,0.6832,0.7107,0.0142,
0.7039,0.6834,0.7108,0.0144,
0.7042,0.6834,0.7100,0.0138,
0.7039,0.6834,0.7108,0.0149,
0.7041,0.6844,0.7105,0.0148,
0.7041,0.6838,0.7110,0.0147,
0.7041,0.6838,0.710107,0.0150,
0.7050,0.6854,0.7114,0.0154,
0.7050,0.6850,0.7107,0.0153,
0.7141,0.6940,0.7136,0.0185,
0.7138,0.6956,0.7144,0.0199,
0.7135,0.6948,0.7139,0.0184,
0.7161,0.6967,0.7148,0.0186,
0.7056,0.6852,0.7107,0.0157,
0.7052,0.6851,0.7109,0.0154,
0.7065,0.6856,0.7112,0.0151,
0.7056,0.6852,0.7104,0.0156,
0.7063,0.6854,0.7108,0.0157,
0.7054,0.6852,0.7115,0.0160,
0.7052,0.6853,0.7105,0.0153,
0.7052,0.6853,0.7109,0.0150,
0.7057,0.6855,0.7114,0.0143,
0.7056,0.6854,0.7107,0.0148,
0.7057,0.6857,0.7118,0.0145,
0.7055,0.6852,0.7107,0.0150,
0.7055,0.6854,0.7115,0.0156,
0.7058,0.6856,0.7112,0.0152,
0.7055,0.6856,0.7107,0.0154,
0.7058,0.6855,0.7115,0.0158,
0.7056,0.6851,0.7110,0.0154,
0.7058,0.6854,0.7106,0.0159,
0.7055,0.6854,0.7116,0.0154,
0.7057,0.6854,0.7115,0.0157,
0.7056,0.6854,0.7105,0.0152,
0.7064,0.6857,0.0.9261,0.0426,
0.9216,0.9004,0.9257,0.0435,
0.9206,0.8992,0.9256,0.0425,
0.9199,0.9008,0.9257,0.0425,
0.9197,0.9006,0.9262,0.0438,
0.9197,0.9004,0.9252,0.0441,
0.9201,0.9011,0.9263,0.0420,
0.9200,0.9005,0.9256,0.0442,
0.9201,0.9011,0.9254,0.0427,
0.9199,0.9007,0.9261,0.0430,
0.9198,0.9006,0.9256,0.0426,
0.9200,0.9005,0.9261,0.0440,
0.9197,0.9004,0.9254,0.0438,
0.9201,0.9006,0.9254,0.0452,
0.9198,0.9010,0.9262,0.0439,
0.9198,0.9014,0.9259,0.0426,
0.9198,0.9014,0.9281,0.0488,
0.9317,0.9210,0.9344,0.0488,
0.9427,0.9267,0.9338,0.0510,
0.9287,0.9011,0.9253,0.0437,
0.9200,0.9012,0.9266,0.0422,
0.9200,0.9012,0.9258,0.0445,
0.9199,0.9011,0.9262,0.0445,
0.9203,0.9012,0.9256,0.0448,
0.9200,0.9006,0.9257,0.0428,
0.9201,0.9011,0.9261,0.0440,
0.9198,0.9011,0.9251,0.0444,
0.9200,0.9011,0.9257,0.0439,
0.9198,0.9011,0.9263,0.0422,
0.9197,0.9009,0.9254,0.0436,
0.9199,0.9010,0.9258,0.0426,
0.9203,0.9012,0.9264,0.0447,
0.9202,0.9012,0.9254,0.0425,
0.9201,0.9019,0.9262,0.0438,
0.9198,0.9013,0.9256,0.0420,
0.9198,0.9010,0.9264,0.0437,
0.9205,0.9017,0.9260,0.0419,
0.9202,0.9011,0.9259,0.0424,
0.9202,0.9012,0.9265,0.0428,
0.9200,0.9010,0.9262,0.0428,
0.9198,0.9010,0.9254,0.0421,
0.9198,0.9013,0.9263,0.0421,
0.9174,0.8980,0.9250,0.0402,
0.9184,0.8977,0.9243,0.0424,
0.9176,0.8979,0.9254,0.0428,
0.9173,0.8977,0.9246,0.0427,
0.9172,0.8978,0.9249,0.0422,
0.9169,0.8979,0.9253,0.0424,
0.9174,0.8980,0.9248,0.0407,
0.9177,0.8979,0.9252,0.0424,
0.9172,0.8977,0.9246,0.0416,
0.9174,0.8981,0.9247,0.0420,
0.9362,0.9170,0.9323,0.0490,
0.9177,0.8981,0.9249,0.0424,
0.9173,0.8978,0.9244,0.0421,
0.9173,0.8976,0.9252,0.0426,
0.9170,0.8974,0.9244,0.0431,
0.9174,0.8978,0.9248,0.0419,
0.9170,0.8975,0.9245,0.0418,
0.9171,0.8980,0.9244,0.0419,
0.9172,0.8980,0.9248,0.0420,
0.9174,0.8980,0.9244,0.0424,
0.9175,0.8979,0.9246,0.0412,
0.9172,0.8977,0.9249,0.0428,
0.9177,0.8979,0.9238,0.0411,
0.9176,0.8979,0.9244,0.0403,
0.9172,0.8980,0.9250,0.0416,
0.9173,0.8979,0.9241,0.0415,
0.9174,0.8979,0.9249,0.0409,
0.9172,0.8978,0.9245,0.0416,
0.9175,0.8978,0.9240,0.0411,
0.9175,0.8979,0.9247,0.0412,
0.9174,0.8982,0.9244,0.0431,
0.9174,0.8980,0.9252,0.0417,
0.9174,0.8980,0.9249,0.0418,
0.9172,0.8979,0.9243,0.0422,
0.9176,0.8982,0.9250,0.0420,
0.9173,0.8980,0.9247,0.0411,
0.9176,0.8984,0.9241,0.0416,
0.9175,0.8981,0.9251,0.0429,
0.9173,0.8980,0.9244,0.0405,
0.9175,0.8977,0.9240,0.0422,
0.9176,0.8981,0.9251,0.0414,
0.9176,0.8979,0.9244,0.0413,
0.9176,0.8979,0.9247,0.0423,
0.9178,0.8979,0.9240,0.0414,
0.9174,0.8979,0.9246,0.0415,
0.9178,0.8982,0.9251,0.0410,
0.9178,0.9006,1.1841,0.0755,
1.1778,1.1578,1.1831,0.0742,
1.1761,1.1583,1.1847,0.0758,
1.1758,1.1584,1.1838,0.0757,
1.1761,1.1576,1.1828,0.0737,
1.1760,1.1604,1.1840,0.0764,
1.1760,1.1577,1.1833,0.0759,
1.1760,1.1579,1.1840,0.0771,
1.1761,1.1586,1.1833,0.0749,
1.1759,1.1577,1.1832,0.0752,
1.1763,1.1578,1.1837,0.0751,
1.1758,1.1575,1.1829,0.0746,
1.1761,1.1575,1.1831,0.0754,
1.1753,1.1571,1.1838,0.0752,
1.1752,1.1569,1.1828,0.0743,
1.1758,1.1574,1.1848,0.0808,
1.1751,1.1570,1.1835,0.0769,
1.1775,1.1586,1.1841,0.0817,
1.1821,1.1579,1.1834,0.0773,
1.1794,1.1593,1.1842,0.0785,
1.1753,1.1571,1.1837,0.0757,
1.1751,1.1569,1.1830,0.0755,
1.1751,1.1581,1.1874,0.0802,
1.1753,1.1570,1.1834,0.0754,
1.1762,1.1573,1.1832,0.0754,
1.1815,1.1572,1.1827,0.0779,
1.1753,1.1571,1.1839,0.0775,
1.1843,1.1678,1.1871,0.0791,
1.1841,1.1671,1.1859,0.0776,
1.1845,1.1684,1.1868,0.0779,
1.1840,1.1676,1.1862,0.0796,
1.1834,1.1599,1.1838,0.0755,
1.1762,1.1574,1.1836,0.0750,
1.1761,1.1573,1.1831,0.0736,
1.1758,1.1574,1.1838,0.0743,
1.1756,1.1576,1.1834,0.0747,
1.1758,1.1577,1.1829,0.0769,
1.1758,1.1589,1.1839,0.0743,
1.1762,1.1571,1.1834,0.0739,
1.1758,1.1570,1.1829,0.0736,
1.1757,1.1580,1.1839,0.0745,
1.1757,1.1575,1.1830,0.0746,
1.1760,1.1577,1.1835,0.0758,
1.1757,1.1575,1.1839,0.0751,
1.1757,1.1570,1.1832,0.0746,
1.1757,1.1570,1.1836,0.0755,
1.1758,1.1570,1.1828,0.0747,
1.1758,1.1575,1.1833,0.0754,
1.1757,1.1574,1.1838,0.0755,
1.1752,1.1571,1.1828,0.0763,
1.1755,1.1571,1.1830,0.0742,
1.1756,1.1572,1.1838,0.0759,
1.1757,1.1571,1.1829,0.0763,
1.1759,1.1575,1.1837,0.0746,
1.1757,1.1573,1.1833,0.0755,
1.1751,1.1571,1.1831,0.0749,
1.1755,1.1574,1.1837,0.0752,
1.1755,1.1572,1.1834,0.0755,
1.1756,1.1578,1.1841,0.0756,
1.1756,1.1571,1.1837,0.0749,
1.1758,1.1573,1.1919,0.0840,
1.1993,1.1851,1.1915,0.0824,
1.1908,1.1765,1.1897,0.0814,
1.1916,1.1757,1.1889,0.0829,
1.1914,1.1767,1.1899,0.0820,
1.1891,1.1749,1.1885,0.0812,
1.1751,1.1573,1.1830,0.0754,
1.1754,1.1575,1.1841,0.0739,
1.1753,1.1572,1.1833,0.0760,
1.1754,1.1570,1.1838,0.0745,
1.1756,1.1572,1.1830,0.0757,
1.1765,1.1572,1.1832,0.0748,
1.1754,1.1576,1.1840,0.0752,
1.1752,1.1573,1.1836,0.0744,
1.1754,1.1573,1.1834,0.0753,
1.1751,1.1570,1.1840,0.0741,
1.1753,1.1572,1.1832,0.0755,
1.1756,1.1579,1.1832,0.0755,
1.1760,1.1579,1.1841,0.0749,
1.1753,1.1577,1.1834,0.0734,
1.1753,1.1575,1.1838,0.0764,
1.1752,1.1574,1.1834,0.0762,
1.1753,1.1573,1.1836,0.0742,
1.1755,1.1577,1.1837,0.0751,
